province,forecast_date,count_1d,count_7d,count_30d,max_mag_7d,max_mag_30d,mean_depth_30d,days_since_m5,min_fault_dist_km,mean_fault_dist_km_7d,pct_near_fault_30d,num_clusters_30d,largest_cluster_size_30d,pct_clustered_30d,max_grid_cell_count_30d,b_value_180d,a_value_180d,delta_b_90d
Davao De Oro,2020-01-27 00:00:00+00:00,0,0,0,,,,999.0,,,,0,0,0.0,0,,,
Davao De Oro,2020-02-03 00:00:00+00:00,1,2,2,2.2,2.2,45.0,999.0,5.377261100491932,11.8363613194745,0.5,0,0,0.0,1,,,
Davao De Oro,2020-02-10 00:00:00+00:00,0,0,2,,2.2,45.0,999.0,,,,0,0,0.0,1,,,
Davao De Oro,2020-02-17 00:00:00+00:00,0,0,2,,2.2,45.0,999.0,,,,0,0,0.0,1,,,
Davao De Oro,2020-02-24 00:00:00+00:00,0,2,4,2.5,2.5,27.0,999.0,1.8246173368954042,11.43418964221345,0.5,1,2,0.5,2,,,
Davao De Oro,2020-03-02 00:00:00+00:00,0,0,3,,2.5,13.666666666666666,999.0,,,,0,0,0.0,1,,,
Davao De Oro,2020-03-09 00:00:00+00:00,0,0,2,,2.5,9.0,999.0,,,,0,0,0.0,1,,,
Davao De Oro,2020-03-16 00:00:00+00:00,0,0,2,,2.5,9.0,999.0,,,,0,0,0.0,1,,,
Davao De Oro,2020-03-23 00:00:00+00:00,0,1,1,3.3,3.3,15.0,999.0,18.08679110916466,18.08679110916466,0.0,0,0,0.0,1,,,
Davao De Oro,2020-03-30 00:00:00+00:00,0,1,2,3.3,3.3,16.5,999.0,3.3191182267865913,3.3191182267865913,0.5,0,0,0.0,1,,,
Davao De Oro,2020-04-06 00:00:00+00:00,0,0,2,,3.3,16.5,999.0,,,,0,0,0.0,1,,,
Davao De Oro,2020-04-13 00:00:00+00:00,0,0,2,,3.3,16.5,999.0,,,,0,0,0.0,1,,,
Davao De Oro,2020-04-20 00:00:00+00:00,1,1,3,1.7,3.3,21.666666666666668,999.0,1.4097473312938849,1.4097473312938849,0.6666666666666666,0,0,0.0,1,,,
Davao De Oro,2020-04-27 00:00:00+00:00,1,1,2,2.0,2.0,32.0,999.0,4.691784165775821,4.691784165775821,1.0,0,0,0.0,1,,,
Davao De Oro,2020-05-04 00:00:00+00:00,0,0,2,,2.0,32.0,999.0,,,,0,0,0.0,1,,,
Davao De Oro,2020-05-11 00:00:00+00:00,0,0,2,,2.0,32.0,999.0,,,,0,0,0.0,1,,,
Davao De Oro,2020-05-18 00:00:00+00:00,0,2,4,3.4,3.4,23.5,999.0,1.718520900192758,3.040670528388988,1.0,1,2,0.5,1,,,
Davao De Oro,2020-05-25 00:00:00+00:00,0,0,3,,3.4,20.666666666666668,999.0,,,,1,2,0.6666666666666666,1,,,
Davao De Oro,2020-06-01 00:00:00+00:00,0,3,5,3.1,3.4,15.6,999.0,6.266401044374881,13.090880596051983,0.8,1,2,0.4,1,,,
Davao De Oro,2020-06-08 00:00:00+00:00,0,2,7,2.0,3.4,19.571428571428573,999.0,2.6994074985849488,13.787497053927973,0.7142857142857143,3,2,0.8571428571428571,2,,,
Davao De Oro,2020-06-15 00:00:00+00:00,1,1,6,2.1,3.1,39.833333333333336,999.0,0.2718171189578462,0.2718171189578462,0.6666666666666666,2,2,0.6666666666666666,2,,,
Davao De Oro,2020-06-22 00:00:00+00:00,1,1,7,2.6,3.1,34.857142857142854,999.0,8.149195375817348,8.149195375817348,0.7142857142857143,2,2,0.5714285714285714,2,,,
Davao De Oro,2020-06-29 00:00:00+00:00,0,1,5,3.1,3.1,42.8,999.0,9.436068712048055,9.436068712048055,0.8,1,2,0.4,1,,,
Davao De Oro,2020-07-06 00:00:00+00:00,1,2,5,2.4,3.1,46.4,999.0,1.826803109637508,15.7094867010447,0.8,1,2,0.4,1,,,
Davao De Oro,2020-07-13 00:00:00+00:00,0,2,7,3.1,3.1,35.857142857142854,999.0,5.024152424092948,9.086039351383722,0.7142857142857143,1,3,0.42857142857142855,2,,,
Davao De Oro,2020-07-20 00:00:00+00:00,0,3,9,2.9,3.1,22.333333333333332,999.0,2.495766043655113,9.850536301218666,0.6666666666666666,3,2,0.6666666666666666,2,,,
Davao De Oro,2020-07-27 00:00:00+00:00,0,2,9,2.8,3.1,27.333333333333332,999.0,15.842818813664476,16.733201426754086,0.4444444444444444,3,2,0.6666666666666666,2,,,
Davao De Oro,2020-08-03 00:00:00+00:00,0,0,8,,3.1,25.375,999.0,,,,2,2,0.5,2,,,
Davao De Oro,2020-08-10 00:00:00+00:00,0,3,9,2.7,2.9,25.77777777777778,999.0,1.3945544897216644,5.210287783098736,0.5555555555555556,0,0,0.0,1,,,
Davao De Oro,2020-08-17 00:00:00+00:00,1,4,10,3.0,3.0,23.6,999.0,0.857751482671724,9.698911658748553,0.6,2,2,0.4,1,0.43574697180928273,2.1307417124335863,
Davao De Oro,2020-08-24 00:00:00+00:00,0,0,7,,3.0,23.142857142857142,999.0,,,,1,2,0.2857142857142857,1,0.43574697180928273,2.1307417124335863,
Davao De Oro,2020-08-31 00:00:00+00:00,0,0,7,,3.0,23.142857142857142,999.0,,,,1,2,0.2857142857142857,1,0.43574697180928273,2.1307417124335863,
Davao De Oro,2020-09-07 00:00:00+00:00,0,0,4,,3.0,21.25,999.0,,,,0,0,0.0,1,0.43574697180928273,2.1307417124335863,
Davao De Oro,2020-09-14 00:00:00+00:00,0,2,3,2.7,3.0,26.666666666666668,999.0,9.008394195597667,9.224805141987993,0.6666666666666666,0,0,0.0,1,0.4370258937391214,2.160688818928588,
Davao De Oro,2020-09-21 00:00:00+00:00,0,2,4,2.4,2.7,22.75,999.0,6.318369994114861,16.47529158514318,0.75,0,0,0.0,1,0.45068295291846877,2.1945383692555906,
Davao De Oro,2020-09-28 00:00:00+00:00,0,0,4,,2.7,22.75,999.0,,,,0,0,0.0,1,0.4632474473634685,2.2000211493651087,
Davao De Oro,2020-10-05 00:00:00+00:00,0,0,4,,2.7,22.75,999.0,,,,0,0,0.0,1,0.4632474473634685,2.2000211493651087,
Davao De Oro,2020-10-12 00:00:00+00:00,0,0,2,,2.4,20.0,999.0,,,,0,0,0.0,1,0.4632474473634685,2.2000211493651087,
Davao De Oro,2020-10-19 00:00:00+00:00,0,1,1,4.0,4.0,46.0,999.0,12.400360557017615,12.400360557017615,0.0,0,0,0.0,1,0.43026078702489345,2.150541158857246,
Davao De Oro,2020-10-26 00:00:00+00:00,0,3,4,2.9,4.0,49.75,999.0,24.647455610854735,29.135676628187525,0.0,1,3,0.75,2,0.4292445460671675,2.175345736143006,
Davao De Oro,2020-11-02 00:00:00+00:00,1,1,5,2.5,4.0,48.6,999.0,24.381047795279503,24.381047795279503,0.0,1,4,0.8,2,0.42938719962185906,2.1881488437830643,
Davao De Oro,2020-11-09 00:00:00+00:00,0,2,7,2.9,4.0,43.714285714285715,999.0,3.9411758567570234,5.2251501292777425,0.2857142857142857,2,4,0.8571428571428571,2,0.4319595653338793,2.216141072067814,
Davao De Oro,2020-11-16 00:00:00+00:00,0,5,11,3.3,3.3,33.27272727272727,999.0,0.591234937074944,7.998324523117562,0.45454545454545453,2,5,0.7272727272727273,2,0.43868129485176954,2.260081933605617,
Davao De Oro,2020-11-23 00:00:00+00:00,1,3,13,4.0,4.0,27.0,999.0,3.2167028127463495,6.719268067808133,0.5384615384615384,3,3,0.6153846153846154,2,0.43019736414944754,2.268545336622072,
Davao De Oro,2020-11-30 00:00:00+00:00,0,1,12,2.9,4.0,20.0,999.0,3.0702512379293765,3.0702512379293765,0.6666666666666666,2,3,0.5,2,0.4131093852250444,2.2107286848640655,
Davao De Oro,2020-12-07 00:00:00+00:00,0,0,9,,4.0,14.777777777777779,999.0,,,,2,3,0.5555555555555556,2,0.4131093852250444,2.2107286848640655,
Davao De Oro,2020-12-14 00:00:00+00:00,1,2,7,3.3,4.0,15.0,999.0,19.638414703272197,21.64841981089748,0.5714285714285714,3,3,1.0,2,0.4021245202807888,2.2052467717491457,
Davao De Oro,2020-12-21 00:00:00+00:00,0,2,8,2.9,4.0,13.5,999.0,2.5835089914260565,17.48844776602064,0.5,2,3,0.75,2,0.4068332383168635,2.2123098488032578,
Davao De Oro,2020-12-28 00:00:00+00:00,0,0,4,,3.3,20.25,999.0,,,,1,3,0.75,2,0.4052029855078185,2.198869085288227,
Davao De Oro,2021-01-04 00:00:00+00:00,0,1,5,2.0,3.3,22.6,999.0,1.6321295686562238,1.6321295686562238,0.4,1,3,0.6,2,0.4061746953051993,2.200326649984298,
Davao De Oro,2021-01-11 00:00:00+00:00,0,0,4,,2.9,23.25,999.0,,,,0,0,0.0,1,0.5467736282954608,2.528260575282105,
Davao De Oro,2021-01-18 00:00:00+00:00,0,3,4,2.4,2.4,18.25,999.0,0.632391445366971,4.910366524017135,0.75,0,0,0.0,1,0.5664710633520674,2.5759504148010084,
Davao De Oro,2021-01-25 00:00:00+00:00,1,2,6,3.1,3.1,20.666666666666668,999.0,2.381752491587708,10.27220794494141,0.6666666666666666,0,0,0.0,1,0.567805506375276,2.590251635542492,
Davao De Oro,2021-02-01 00:00:00+00:00,0,1,6,2.8,3.1,16.166666666666668,999.0,8.224270153654203,8.224270153654203,0.6666666666666666,1,2,0.3333333333333333,1,0.6276912433757936,2.760815086481003,
Davao De Oro,2021-02-08 00:00:00+00:00,0,0,6,,3.1,16.166666666666668,999.0,,,,1,2,0.3333333333333333,1,0.6256784908775663,2.720268049709631,
Davao De Oro,2021-02-15 00:00:00+00:00,0,0,3,,3.1,18.666666666666668,999.0,,,,1,2,0.6666666666666666,1,0.6261920436744561,2.681126576815739,
Davao De Oro,2021-02-22 00:00:00+00:00,0,1,3,2.7,3.1,11.666666666666666,999.0,14.15933964179613,14.15933964179613,0.3333333333333333,1,2,0.6666666666666666,1,0.6232028439867291,2.689235381894691,
Davao De Oro,2021-03-01 00:00:00+00:00,0,2,3,2.5,2.7,23.0,999.0,6.863598457106954,17.334472337796246,0.3333333333333333,0,0,0.0,1,0.6337344371120415,2.7355743475551337,
Davao De Oro,2021-03-08 00:00:00+00:00,0,0,3,,2.7,23.0,999.0,,,,0,0,0.0,1,0.6337344371120415,2.7355743475551337,
Davao De Oro,2021-03-15 00:00:00+00:00,4,4,7,3.1,3.1,20.428571428571427,999.0,8.525168873897352,14.358041358133473,0.2857142857142857,1,2,0.2857142857142857,1,0.5937619869771021,2.6722158196067696,
Davao De Oro,2021-03-22 00:00:00+00:00,0,0,6,,3.1,21.333333333333332,999.0,,,,1,2,0.3333333333333333,1,0.5882873460044051,2.649224874450625,
Davao De Oro,2021-03-29 00:00:00+00:00,1,3,8,2.4,3.1,10.375,999.0,1.9591009094469607,7.041217885786108,0.625,1,2,0.25,1,0.43784457303597596,2.2687530409245564,
Davao De Oro,2021-04-05 00:00:00+00:00,0,3,10,2.8,3.1,15.6,999.0,4.101202781229415,15.627555155232136,0.5,1,2,0.2,1,0.44657530272827944,2.31658047569321,
Davao De Oro,2021-04-12 00:00:00+00:00,0,1,11,2.8,3.1,15.181818181818182,999.0,6.425998587245483,6.425998587245483,0.5454545454545454,1,2,0.18181818181818182,1,0.4440417396018285,2.3232506400826614,
Davao De Oro,2021-04-19 00:00:00+00:00,0,0,7,,2.8,13.285714285714286,999.0,,,,0,0,0.0,1,0.46531551632491275,2.3355694331463597,
Davao De Oro,2021-04-26 00:00:00+00:00,0,2,7,2.5,2.8,20.428571428571427,999.0,19.986201523176714,21.2798615940344,0.42857142857142855,1,2,0.2857142857142857,1,0.4577698593034282,2.3234963819119843,
Davao De Oro,2021-05-03 00:00:00+00:00,0,1,4,2.2,2.8,23.5,999.0,1.6192247770876433,1.6192247770876433,0.5,0,0,0.0,1,0.46151184725413713,2.3294835626331185,
Davao De Oro,2021-05-10 00:00:00+00:00,0,0,4,,2.8,23.5,999.0,,,,0,0,0.0,1,0.4515600117648491,2.2539749358660135,
Davao De Oro,2021-05-17 00:00:00+00:00,1,4,7,3.5,3.5,30.428571428571427,999.0,4.8136839168538,11.977396917499448,0.2857142857142857,0,0,0.0,1,0.44927015369301904,2.275134746676118,
Davao De Oro,2021-05-24 00:00:00+00:00,0,1,6,2.3,3.5,30.0,999.0,1.050786441077077,1.050786441077077,0.5,1,2,0.3333333333333333,1,0.4702551714875976,2.2838871914224113,
Davao De Oro,2021-05-31 00:00:00+00:00,0,0,5,,3.5,29.8,999.0,,,,1,2,0.4,1,0.4761368074022364,2.280332831721466,
Davao De Oro,2021-06-07 00:00:00+00:00,0,0,5,,3.5,29.8,999.0,,,,1,2,0.4,1,0.4893458951022557,2.288103410483515,
Davao De Oro,2021-06-14 00:00:00+00:00,1,3,5,2.4,2.5,25.0,999.0,3.4380475768649013,4.920251671373998,0.8,1,2,0.4,1,0.5005427927020532,2.3323473853655403,
Davao De Oro,2021-06-21 00:00:00+00:00,0,2,5,2.2,2.4,18.4,999.0,1.2859372868292098,1.8944102541904786,1.0,1,4,0.8,2,0.5181056977091427,2.3604480333768834,
Davao De Oro,2021-06-28 00:00:00+00:00,0,1,6,2.4,2.4,15.5,999.0,6.410575667819777,6.410575667819777,1.0,1,4,0.6666666666666666,2,0.5187818043212905,2.3741189312643405,
Davao De Oro,2021-07-05 00:00:00+00:00,0,3,9,2.5,2.5,17.77777777777778,999.0,4.231605271888359,7.854988111245575,0.8888888888888888,1,6,0.6666666666666666,2,0.5166847533897208,2.394897329490548,
Davao De Oro,2021-07-12 00:00:00+00:00,0,1,8,4.2,4.2,15.625,999.0,10.718951058623164,10.718951058623164,0.75,1,6,0.75,2,0.4840433854030051,2.3307719174120956,
Davao De Oro,2021-07-19 00:00:00+00:00,1,1,6,2.5,4.2,17.0,999.0,7.8594064546041835,7.8594064546041835,0.6666666666666666,2,3,0.8333333333333334,1,0.47812236539807523,2.3212982854042075,
Davao De Oro,2021-07-26 00:00:00+00:00,0,1,6,2.3,4.2,19.0,999.0,0.5404470228619955,0.5404470228619955,0.6666666666666666,2,4,1.0,2,0.4905651955053343,2.31638322985079,
Davao De Oro,2021-08-02 00:00:00+00:00,0,0,3,,4.2,15.666666666666666,999.0,,,,1,2,0.6666666666666666,2,0.4905651955053343,2.31638322985079,
Davao De Oro,2021-08-09 00:00:00+00:00,0,1,3,2.4,2.5,13.0,999.0,7.773550079044706,7.773550079044706,1.0,0,0,0.0,1,0.4919193160716444,2.331138950064907,
Davao De Oro,2021-08-16 00:00:00+00:00,0,3,6,2.4,2.5,19.333333333333332,999.0,8.356584245592497,13.058856601743964,0.6666666666666666,0,0,0.0,1,0.500096676131017,2.3799382784264376,
Davao De Oro,2021-08-23 00:00:00+00:00,0,3,7,2.7,2.7,43.142857142857146,999.0,4.735924771709594,10.975871759397153,0.42857142857142855,1,2,0.2857142857142857,2,0.5117064892515655,2.409794989829004,
Davao De Oro,2021-08-30 00:00:00+00:00,0,0,7,,2.7,43.142857142857146,999.0,,,,1,2,0.2857142857142857,2,0.5093577256889987,2.394755957719208,
Davao De Oro,2021-09-06 00:00:00+00:00,0,0,6,,2.7,49.5,999.0,,,,1,2,0.3333333333333333,2,0.5093577256889987,2.394755957719208,
Davao De Oro,2021-09-13 00:00:00+00:00,0,2,6,2.7,2.7,44.0,999.0,7.090582666728846,7.391103009859994,0.5,1,2,0.3333333333333333,2,0.5391241844316228,2.4189011958578837,
Davao De Oro,2021-09-20 00:00:00+00:00,0,1,3,2.2,2.7,14.0,999.0,2.168999111260715,2.168999111260715,1.0,1,2,0.6666666666666666,2,0.5428681023790646,2.4367906878734984,
Davao De Oro,2021-09-27 00:00:00+00:00,0,1,4,2.0,2.7,15.75,999.0,0.2133368065183991,0.2133368065183991,1.0,1,2,0.5,2,0.7037179104913805,2.8107602832347607,
Davao De Oro,2021-10-04 00:00:00+00:00,0,1,5,2.4,2.7,19.2,999.0,10.961815229428131,10.961815229428131,0.8,2,2,0.8,2,0.6957144613013252,2.770799970220273,
Davao De Oro,2021-10-11 00:00:00+00:00,0,1,4,2.4,2.4,28.5,999.0,16.30276267914389,16.30276267914389,0.5,1,2,0.5,2,0.7094909852874907,2.7955977133953707,
Davao De Oro,2021-10-18 00:00:00+00:00,0,1,4,2.7,2.7,33.5,999.0,34.27606147391663,34.27606147391663,0.25,1,2,0.5,2,0.702535191314084,2.7830772842432387,
Davao De Oro,2021-10-25 00:00:00+00:00,1,1,4,3.2,3.2,32.75,999.0,3.8976119522554917,3.8976119522554917,0.25,1,2,0.5,2,0.6728506057656015,2.7296450302559703,
Davao De Oro,2021-11-01 00:00:00+00:00,0,1,5,2.0,3.2,32.4,999.0,7.2326842562364195,7.2326842562364195,0.4,1,2,0.4,2,0.6792283366259387,2.741124945804577,
Davao De Oro,2021-11-08 00:00:00+00:00,0,3,6,2.7,3.2,26.166666666666668,999.0,11.199027845910726,16.8238032108114,0.3333333333333333,1,4,0.6666666666666666,2,0.7487835894883653,2.8918785054293332,
Davao De Oro,2021-11-15 00:00:00+00:00,0,1,6,1.6,3.2,19.5,999.0,22.94030138898961,22.94030138898961,0.3333333333333333,1,4,0.6666666666666666,2,0.5766565734814959,2.4278004958902994,
Davao De Oro,2021-11-22 00:00:00+00:00,1,3,9,2.4,3.2,20.77777777777778,999.0,5.17192102153592,19.268124508258804,0.3333333333333333,2,4,0.6666666666666666,2,0.5891591808765041,2.486722733752682,
Davao De Oro,2021-11-29 00:00:00+00:00,1,2,9,2.7,2.7,19.333333333333332,999.0,7.021994292099629,11.819046100281906,0.2222222222222222,2,2,0.4444444444444444,2,0.5886042428725389,2.509968512663057,
Davao De Oro,2021-12-06 00:00:00+00:00,0,0,7,,2.7,18.142857142857142,999.0,,,,1,2,0.2857142857142857,2,0.5886042428725389,2.509968512663057,
Davao De Oro,2021-12-13 00:00:00+00:00,0,1,6,3.2,3.2,21.166666666666668,999.0,11.424387883215468,11.424387883215468,0.3333333333333333,0,0,0.0,1,0.5614453378216944,2.4297914575569663,
Davao De Oro,2021-12-20 00:00:00+00:00,0,1,6,2.9,3.2,16.333333333333332,999.0,1.995646981415794,1.995646981415794,0.3333333333333333,0,0,0.0,1,0.5428681023790646,2.387102903684391,
Davao De Oro,2021-12-27 00:00:00+00:00,0,0,3,,3.2,10.666666666666666,999.0,,,,0,0,0.0,1,0.5407557751324538,2.3703592185318323,
Davao De Oro,2022-01-03 00:00:00+00:00,0,1,3,3.0,3.2,9.0,999.0,2.9283006106034186,2.9283006106034186,0.6666666666666666,1,2,0.6666666666666666,1,0.5664710633520675,2.3834749560829707,
Davao De Oro,2022-01-10 00:00:00+00:00,0,1,3,2.2,3.0,2.3333333333333335,999.0,7.957619563383554,7.957619563383554,1.0,0,0,0.0,1,0.5704715652118986,2.4041161981733103,
Davao De Oro,2022-01-17 00:00:00+00:00,0,1,3,2.5,3.0,12.0,999.0,0.8126829417661444,0.8126829417661444,1.0,1,2,0.6666666666666666,1,0.5704715652118986,2.4041161981733103,
Davao De Oro,2022-01-24 00:00:00+00:00,0,1,4,2.3,3.0,29.5,999.0,14.964411000830795,14.964411000830795,0.75,1,2,0.5,1,0.5704715652118989,2.404116198173311,
Davao De Oro,2022-01-31 00:00:00+00:00,0,1,4,2.1,2.5,32.5,999.0,9.825503846070397,9.825503846070397,0.75,0,0,0.0,1,0.5778166926609792,2.4158684020918395,
Davao De Oro,2022-02-07 00:00:00+00:00,0,0,3,,2.5,43.0,999.0,,,,0,0,0.0,1,0.5790593092043361,2.4036161494466004,
Davao De Oro,2022-02-14 00:00:00+00:00,0,0,2,,2.3,49.5,999.0,,,,0,0,0.0,1,,,
Davao De Oro,2022-02-21 00:00:00+00:00,0,0,2,,2.3,49.5,999.0,,,,0,0,0.0,1,,,
Davao De Oro,2022-02-28 00:00:00+00:00,0,0,0,,,,999.0,,,,0,0,0.0,0,,,
Davao De Oro,2022-03-07 00:00:00+00:00,0,0,0,,,,999.0,,,,0,0,0.0,0,,,
Davao De Oro,2022-03-14 00:00:00+00:00,1,7,7,4.9,4.9,22.142857142857142,999.0,1.6252301291973419,5.1249545924677475,0.8571428571428571,2,2,0.5714285714285714,1,,,
Davao De Oro,2022-03-21 00:00:00+00:00,1,1,8,2.7,4.9,19.625,999.0,3.765507414218014,3.765507414218014,0.875,2,2,0.5,1,0.5069585391866753,2.288254917418343,
Davao De Oro,2022-03-28 00:00:00+00:00,1,3,11,2.8,4.9,26.636363636363637,999.0,2.8802434852971315,10.717667652904993,0.7272727272727273,3,3,0.6363636363636364,1,0.5072052343395643,2.316678353263209,
Davao De Oro,2022-04-04 00:00:00+00:00,0,1,12,1.7,4.9,27.166666666666668,999.0,3.1568611482754565,3.1568611482754565,0.75,3,4,0.6666666666666666,2,0.5205027498465938,2.337954378074456,
Davao De Oro,2022-04-11 00:00:00+00:00,0,2,10,2.6,2.8,31.7,999.0,22.255736855319533,26.6471282721214,0.6,2,2,0.4,1,0.5173905380074841,2.3463388006898622,
Davao De Oro,2022-04-18 00:00:00+00:00,0,0,7,,2.8,32.0,999.0,,,,0,0,0.0,1,0.5224595271016567,2.341085221682557,
Davao De Oro,2022-04-25 00:00:00+00:00,0,1,5,2.1,2.6,27.8,999.0,5.018647563475176,5.018647563475176,0.4,0,0,0.0,1,0.5363796390040162,2.3495691162406986,
Davao De Oro,2022-05-02 00:00:00+00:00,0,1,4,2.4,2.6,23.75,999.0,15.604896355590073,15.604896355590073,0.25,0,0,0.0,1,0.5109346845920609,2.29461675006696,
Davao De Oro,2022-05-09 00:00:00+00:00,0,0,2,,2.4,21.0,999.0,,,,0,0,0.0,1,,,
Davao De Oro,2022-05-16 00:00:00+00:00,0,1,3,2.8,2.8,23.333333333333332,999.0,0.43867494983312455,0.43867494983312455,0.6666666666666666,0,0,0.0,1,,,
Davao De Oro,2022-05-23 00:00:00+00:00,0,0,2,,2.8,23.5,999.0,,,,0,0,0.0,1,,,
Davao De Oro,2022-05-30 00:00:00+00:00,0,0,2,,2.8,23.5,999.0,,,,0,0,0.0,1,,,
Davao De Oro,2022-06-06 00:00:00+00:00,1,1,2,2.3,2.8,14.5,999.0,0.17902985085191023,0.17902985085191023,1.0,0,0,0.0,1,,,
Davao De Oro,2022-06-13 00:00:00+00:00,0,0,1,,2.3,1.0,999.0,,,,0,0,0.0,1,,,
Davao De Oro,2022-06-20 00:00:00+00:00,0,0,1,,2.3,1.0,999.0,,,,0,0,0.0,1,,,
Davao De Oro,2022-06-27 00:00:00+00:00,0,3,4,3.4,3.4,18.25,999.0,4.094052712411318,16.749012324112694,0.5,0,0,0.0,1,,,
Davao De Oro,2022-07-04 00:00:00+00:00,0,0,4,,3.4,18.25,999.0,,,,0,0,0.0,1,,,
Davao De Oro,2022-07-11 00:00:00+00:00,0,3,6,3.1,3.4,18.166666666666668,999.0,8.12989600114521,14.277058148719485,0.3333333333333333,0,0,0.0,1,,,
Davao De Oro,2022-07-18 00:00:00+00:00,0,2,8,2.7,3.4,18.625,999.0,14.77458993897969,15.883563820975795,0.25,1,3,0.375,3,,,
Davao De Oro,2022-07-25 00:00:00+00:00,0,1,6,1.8,3.1,17.666666666666668,999.0,0.47187447070319516,0.47187447070319516,0.3333333333333333,1,3,0.5,3,,,
Davao De Oro,2022-08-01 00:00:00+00:00,0,1,7,2.7,3.1,18.285714285714285,999.0,24.182269172267574,24.182269172267574,0.2857142857142857,1,3,0.42857142857142855,3,,,
Davao De Oro,2022-08-08 00:00:00+00:00,1,4,8,2.5,2.7,20.625,999.0,9.398234311528203,15.185733700974518,0.25,2,2,0.5,2,0.5493052735535197,2.4389689433608894,
Davao De Oro,2022-08-15 00:00:00+00:00,0,1,9,3.5,3.5,20.0,999.0,16.984295861145416,16.984295861145416,0.2222222222222222,2,3,0.5555555555555556,3,0.5288456790703799,2.4175515942975334,
Davao De Oro,2022-08-22 00:00:00+00:00,1,1,7,2.4,3.5,30.571428571428573,999.0,5.34113085027561,5.34113085027561,0.2857142857142857,1,2,0.2857142857142857,2,0.5311515246298757,2.434436508913044,
Davao De Oro,2022-08-29 00:00:00+00:00,0,1,7,1.9,3.5,32.285714285714285,999.0,22.805087099885238,22.805087099885238,0.2857142857142857,1,2,0.2857142857142857,2,0.5428681023790641,2.4669438183946846,
Davao De Oro,2022-09-05 00:00:00+00:00,0,1,6,2.5,3.5,30.333333333333332,999.0,26.65352906710484,26.65352906710484,0.16666666666666666,0,0,0.0,1,0.5330690391592258,2.4376962836129388,
Davao De Oro,2022-09-12 00:00:00+00:00,0,0,3,,2.5,53.666666666666664,999.0,,,,0,0,0.0,1,,,
Davao De Oro,2022-09-19 00:00:00+00:00,0,0,3,,2.5,53.666666666666664,999.0,,,,0,0,0.0,1,,,
Davao De Oro,2022-09-26 00:00:00+00:00,0,0,1,,2.5,24.0,999.0,,,,0,0,0.0,1,,,
Davao De Oro,2022-10-03 00:00:00+00:00,1,1,1,2.1,2.1,34.0,999.0,2.7618681150850084,2.7618681150850084,1.0,0,0,0.0,1,,,
Davao De Oro,2022-10-10 00:00:00+00:00,1,3,4,2.4,2.4,38.25,999.0,1.9028998728492958,14.795997556852583,0.5,0,0,0.0,1,,,
Davao De Oro,2022-10-17 00:00:00+00:00,0,0,4,,2.4,38.25,999.0,,,,0,0,0.0,1,,,
Davao De Oro,2022-10-24 00:00:00+00:00,0,0,4,,2.4,38.25,999.0,,,,0,0,0.0,1,,,
Davao De Oro,2022-10-31 00:00:00+00:00,0,0,4,,2.4,38.25,999.0,,,,0,0,0.0,1,,,
Davao De Oro,2022-11-07 00:00:00+00:00,0,0,1,,2.4,30.0,999.0,,,,0,0,0.0,1,,,
Davao De Oro,2022-11-14 00:00:00+00:00,0,0,0,,,,999.0,,,,0,0,0.0,0,,,
Davao De Oro,2022-11-21 00:00:00+00:00,0,1,1,2.5,2.5,31.0,999.0,23.65842491852276,23.65842491852276,0.0,0,0,0.0,1,,,
Davao De Oro,2022-11-28 00:00:00+00:00,0,0,1,,2.5,31.0,999.0,,,,0,0,0.0,1,,,
Davao De Oro,2022-12-05 00:00:00+00:00,0,0,1,,2.5,31.0,999.0,,,,0,0,0.0,1,,,
Davao De Oro,2022-12-12 00:00:00+00:00,0,2,3,2.5,2.5,12.0,999.0,11.132107756197659,11.72896789431606,0.0,1,2,0.6666666666666666,1,,,
Davao De Oro,2022-12-19 00:00:00+00:00,0,2,5,1.9,2.5,20.4,999.0,9.825503846070397,10.712176180534644,0.2,1,2,0.4,1,,,
Davao De Oro,2022-12-26 00:00:00+00:00,0,1,5,2.3,2.5,18.2,999.0,18.894716962049955,18.894716962049955,0.2,1,2,0.4,1,,,
Davao De Oro,2023-01-02 00:00:00+00:00,0,0,5,,2.5,18.2,999.0,,,,1,2,0.4,1,,,
Davao De Oro,2023-01-09 00:00:00+00:00,0,0,3,,2.3,28.666666666666668,999.0,,,,0,0,0.0,1,,,
Davao De Oro,2023-01-16 00:00:00+00:00,0,1,2,2.6,2.6,17.0,999.0,9.746997356235774,9.746997356235774,0.5,0,0,0.0,1,,,
Davao De Oro,2023-01-23 00:00:00+00:00,0,1,2,2.2,2.6,10.5,999.0,1.4170280745296076,1.4170280745296076,1.0,0,0,0.0,1,,,
Davao De Oro,2023-01-30 00:00:00+00:00,0,0,2,,2.6,10.5,999.0,,,,0,0,0.0,1,,,
Davao De Oro,2023-02-06 00:00:00+00:00,5,86,88,6.0,6.0,22.863636363636363,4.0,0.10864913119660011,4.457363942587773,0.9318181818181818,1,86,0.9772727272727273,29,0.5401938752737492,2.7065734116385167,
Davao De Oro,2023-02-13 00:00:00+00:00,0,10,98,3.0,6.0,22.683673469387756,11.0,0.18734455842315922,10.289459873885848,0.8979591836734694,2,93,0.9693877551020408,30,0.5314960032112562,2.7362677829612907,
