province,forecast_date,count_1d,count_7d,count_30d,max_mag_7d,max_mag_30d,mean_depth_30d,days_since_m5,min_fault_dist_km,mean_fault_dist_km_7d,pct_near_fault_30d,num_clusters_30d,largest_cluster_size_30d,pct_clustered_30d,max_grid_cell_count_30d,b_value_180d,a_value_180d,delta_b_90d
Davao Occidental,2018-08-27 00:00:00+00:00,4,21,72,5.1,5.1,75.73611111111111,3.0,0.22904426434792996,106.62065921054511,0.027777777777777776,11,7,0.4305555555555556,3,0.25879457083976115,2.88605886598723,0.04316215831501924
Davao Occidental,2018-09-03 00:00:00+00:00,1,15,67,4.1,5.1,75.0,10.0,10.287068216617536,87.54208894721225,0.014925373134328358,9,8,0.40298507462686567,3,0.2580415441468243,2.895284267861689,0.05985116742513211
Davao Occidental,2018-09-10 00:00:00+00:00,2,14,68,3.6,5.1,80.86764705882354,17.0,35.683889402980355,91.70085528522897,0.014705882352941176,9,8,0.4411764705882353,2,0.260207076816927,2.910832571021829,0.054453692893653094
Davao Occidental,2018-09-17 00:00:00+00:00,0,11,65,5.1,5.1,79.06153846153846,2.0,19.59965258774882,109.90474101164624,0.015384615384615385,7,8,0.4153846153846154,3,0.26223212096705034,2.921007995997745,0.04649044876492725
Davao Occidental,2018-09-24 00:00:00+00:00,1,16,63,4.9,5.1,76.53968253968254,9.0,6.562854457824867,99.32367491242539,0.031746031746031744,10,8,0.5079365079365079,2,0.23546472870216187,2.8472237386946837,-0.022765081631634015
Davao Occidental,2018-10-01 00:00:00+00:00,3,11,56,4.0,5.1,69.53571428571429,16.0,11.652678695643564,144.68120389877424,0.017857142857142856,12,6,0.5178571428571429,3,0.2356533516151918,2.831787283964018,-0.03034330444359737
Davao Occidental,2018-10-08 00:00:00+00:00,1,16,58,4.1,5.1,70.37931034482759,23.0,0.5253147257477659,94.22798034990782,0.05172413793103448,8,4,0.3620689655172414,3,0.23646152232020462,2.843660451820358,-0.02493235129233448
Davao Occidental,2018-10-15 00:00:00+00:00,4,24,69,4.2,4.9,73.3913043478261,30.0,2.040725645713411,96.53279820031402,0.08695652173913043,13,4,0.42028985507246375,2,0.23669332540313479,2.8592198354114227,-0.026762681729565585
Davao Occidental,2018-10-22 00:00:00+00:00,12,30,83,5.4,5.4,72.7710843373494,0.0,1.8564137851974813,121.30089476896333,0.08433734939759036,15,5,0.46987951807228917,2,0.23423019502486822,2.88204912971659,-0.03034946473401942
Davao Occidental,2018-10-29 00:00:00+00:00,11,31,106,5.4,5.4,72.66981132075472,0.0,2.848977423582184,100.81619165380023,0.10377358490566038,19,5,0.5,2,0.23161645728307437,2.906328678790001,-0.060650121740852075
Davao Occidental,2018-11-05 00:00:00+00:00,1,16,107,3.9,5.4,72.07476635514018,7.0,5.703725845564159,116.11738193172033,0.102803738317757,20,7,0.5233644859813084,3,0.23122773734255428,2.916959774079651,-0.06069914895596415
Davao Occidental,2018-11-12 00:00:00+00:00,3,27,115,5.2,5.4,66.76521739130435,5.0,3.2646127425883344,117.53823348586909,0.08695652173913043,21,7,0.5304347826086957,3,0.23400722713855765,2.9330550135695925,-0.0694893593217242
Davao Occidental,2018-11-19 00:00:00+00:00,2,17,108,4.0,5.4,60.2037037037037,12.0,15.461761568944558,119.6643180924924,0.06481481481481481,18,9,0.5092592592592593,3,0.2346825069179685,2.9299790192824937,-0.06982624674134652
Davao Occidental,2018-11-26 00:00:00+00:00,1,19,96,4.3,5.4,62.0,19.0,6.1014845031055716,126.79293982371074,0.07291666666666667,13,6,0.375,2,0.2339460071002329,2.937791061377383,-0.06453027804742595
Davao Occidental,2018-12-03 00:00:00+00:00,2,21,92,4.6,5.2,64.80434782608695,26.0,5.258310815386325,125.96324959550103,0.06521739130434782,14,5,0.3804347826086957,4,0.23537029340345747,2.9395002049412526,-0.06962110161939544
Davao Occidental,2018-12-10 00:00:00+00:00,1,10,75,5.3,5.3,67.01333333333334,3.0,6.2525061995426565,94.64229232636617,0.06666666666666667,8,7,0.29333333333333333,3,0.23330084534401338,2.9302685375447526,-0.07690369530142777
Davao Occidental,2018-12-17 00:00:00+00:00,1,4,59,3.7,5.3,77.66101694915254,10.0,4.564580744382135,66.93264647367714,0.1016949152542373,8,5,0.3559322033898305,3,0.23291414604337488,2.920971085756149,0.07075476021018529
Davao Occidental,2018-12-24 00:00:00+00:00,1,9,48,4.7,5.3,85.625,17.0,5.081781269358267,76.28666218509719,0.16666666666666666,4,6,0.2916666666666667,3,0.23115235417518099,2.905771755060529,0.07097184740254492
Davao Occidental,2018-12-31 00:00:00+00:00,7,19,47,4.3,5.3,75.70212765957447,24.0,21.26119374950088,86.45268915598183,0.14893617021276595,8,4,0.40425531914893614,3,0.23017447697485563,2.9116931191847386,0.07279764453855475
Davao Occidental,2019-01-07 00:00:00+00:00,2,19,52,4.8,4.8,76.36538461538461,31.0,5.255552873018956,127.53654245312677,0.11538461538461539,9,6,0.5,4,0.2296473645444426,2.9190295139395186,0.06199754483598152
Davao Occidental,2019-01-14 00:00:00+00:00,2,9,57,3.1,4.8,69.64912280701755,38.0,3.4675269576293704,79.51879574031345,0.12280701754385964,10,6,0.49122807017543857,3,0.2295691323601548,2.916957069336285,0.06322788699177812
Davao Occidental,2019-01-21 00:00:00+00:00,5,16,67,5.4,5.4,65.58208955223881,1.0,13.35135231125452,161.5716452851125,0.04477611940298507,13,9,0.4925373134328358,4,0.22725622474186763,2.9111967266448784,0.06657839298344306
Davao Occidental,2019-01-28 00:00:00+00:00,3,16,71,5.1,5.4,58.056338028169016,5.0,27.09883559715104,101.29415375223367,0.028169014084507043,12,7,0.4225352112676056,3,0.22824080569347127,2.907357422411752,0.07158521814495264
Davao Occidental,2019-02-04 00:00:00+00:00,2,12,56,4.5,5.4,69.67857142857143,12.0,0.36017269758183984,69.45991367947815,0.07142857142857142,7,7,0.3392857142857143,4,0.22781963261991878,2.904827328157075,0.06472169842763789
Davao Occidental,2019-02-11 00:00:00+00:00,1,12,59,5.0,5.4,76.03389830508475,4.0,7.5556064105679015,139.57047499313646,0.0847457627118644,9,5,0.4067796610169492,3,0.2267828503196681,2.9015490194863207,0.0841847738725357
Davao Occidental,2019-02-18 00:00:00+00:00,1,6,56,5.1,5.1,70.85714285714286,5.0,60.66461487932796,96.54782966389776,0.08928571428571429,10,5,0.44642857142857145,3,0.22643768671018985,2.892901505827263,0.07779819696017654
Davao Occidental,2019-02-25 00:00:00+00:00,0,7,41,4.9,5.1,83.1219512195122,12.0,0.3670716622470599,117.0177386627971,0.17073170731707318,6,4,0.3902439024390244,2,0.22641211480366646,2.8759205908488696,0.0959240903053604
Davao Occidental,2019-03-04 00:00:00+00:00,3,15,44,5.1,5.1,82.5,2.0,0.7044378777756446,81.76465479235749,0.20454545454545456,7,5,0.38636363636363635,2,0.2257166316830158,2.8761650041607285,0.09358602110587882
Davao Occidental,2019-03-11 00:00:00+00:00,2,13,43,4.1,5.1,66.5813953488372,9.0,0.4138029706906413,118.36600219416275,0.20930232558139536,4,3,0.23255813953488372,2,0.2239261466312826,2.8740164220986486,0.10305385963355912
Davao Occidental,2019-03-18 00:00:00+00:00,0,11,47,3.6,5.1,74.19148936170212,16.0,5.648093346908965,77.66658218066313,0.23404255319148937,5,4,0.2978723404255319,2,0.3021899830699358,3.116867343839073,0.02825175771295313
Davao Occidental,2019-03-25 00:00:00+00:00,0,13,53,4.8,5.1,75.0754716981132,23.0,3.491377285038694,149.74687738071057,0.20754716981132076,6,4,0.32075471698113206,2,0.29961623772971896,3.1135736572249924,0.028000759116664664
Davao Occidental,2019-04-01 00:00:00+00:00,3,8,50,3.9,4.8,69.54,30.0,17.63507427579543,65.44370809426734,0.16,6,5,0.38,2,0.3017733195888537,3.1107098292265634,0.032543477660748055
Davao Occidental,2019-04-08 00:00:00+00:00,2,17,54,4.8,4.8,75.74074074074075,37.0,16.581311523056975,97.95885788568698,0.09259259259259259,8,4,0.35185185185185186,2,0.29691484620836583,3.100251460379796,0.03578879969047183
Davao Occidental,2019-04-15 00:00:00+00:00,1,12,52,3.9,4.8,87.0576923076923,44.0,11.62674838836741,108.20424853651777,0.038461538461538464,8,4,0.38461538461538464,2,0.2968339454053357,3.0866810701007794,0.04142340222728996
Davao Occidental,2019-04-22 00:00:00+00:00,5,14,53,5.3,5.3,78.22641509433963,2.0,8.099000001791172,89.62918704040429,0.018867924528301886,6,3,0.24528301886792453,2,0.29951343579534595,3.072653926246499,0.04695262675291123
Davao Occidental,2019-04-29 00:00:00+00:00,0,9,58,4.5,5.3,80.36206896551724,9.0,34.82506093937446,157.71754256215925,0.017241379310344827,5,3,0.1896551724137931,2,0.3001715755863466,3.049367777289566,0.04312142052390405
Davao Occidental,2019-05-06 00:00:00+00:00,7,16,59,4.7,5.3,72.72881355932203,16.0,9.127403205666058,175.58932952564436,0.03389830508474576,4,3,0.15254237288135594,2,0.29330314536120083,3.0326414531701764,0.02896929959455191
Davao Occidental,2019-05-13 00:00:00+00:00,1,11,53,4.0,5.3,69.39622641509433,23.0,23.041070424798583,91.13961940189698,0.03773584905660377,7,3,0.2830188679245283,2,0.3114836206348663,3.0818086008467955,0.013301735801748482
Davao Occidental,2019-05-20 00:00:00+00:00,3,32,75,4.7,4.7,68.77333333333333,30.0,6.735150340482695,132.07225074373645,0.05333333333333334,11,4,0.36,2,0.3049396259832455,3.0841854468126124,0.009874811266412709
Davao Occidental,2019-05-27 00:00:00+00:00,1,11,70,4.6,4.7,69.31428571428572,37.0,30.886592790030246,165.79945577869682,0.04285714285714286,10,6,0.4142857142857143,3,0.3278792380685706,3.151887252607939,-0.012983318276480305
Davao Occidental,2019-06-03 00:00:00+00:00,0,13,79,3.6,4.7,66.39240506329114,44.0,20.360227176690067,70.38818831859459,0.0379746835443038,12,7,0.46835443037974683,3,0.3270051717697369,3.141137820138219,3.6163722395565756e-06
Davao Occidental,2019-06-10 00:00:00+00:00,7,20,77,4.1,4.7,60.103896103896105,51.0,6.166503842804899,83.98937956182759,0.03896103896103896,8,18,0.45454545454545453,3,0.33198798148610503,3.16607128486637,-0.003546300303830463
Davao Occidental,2019-06-17 00:00:00+00:00,6,23,74,4.2,4.6,65.85135135135135,58.0,3.84858203763663,104.04556570597924,0.02702702702702703,11,6,0.47297297297297297,4,0.33252245714170087,3.1916992936053443,-0.011923818830982924
Davao Occidental,2019-06-24 00:00:00+00:00,1,16,73,4.8,4.8,63.32876712328767,65.0,20.035798320067805,91.71590447580957,0.0273972602739726,9,10,0.4657534246575342,5,0.28884939334971377,3.056891787368031,-0.047528751723086626
Davao Occidental,2019-07-01 00:00:00+00:00,2,7,72,3.4,4.8,71.69444444444444,72.0,6.113659921846251,31.931369852769553,0.05555555555555555,10,11,0.5,5,0.29002827054005914,3.0358734868772803,-0.05863311410793404
Davao Occidental,2019-07-08 00:00:00+00:00,2,17,73,4.1,4.8,76.8082191780822,79.0,21.0060086441079,124.878785301272,0.0547945205479452,9,10,0.4931506849315068,5,0.29051444934571263,3.042877825913499,-0.05072423934109083
Davao Occidental,2019-07-15 00:00:00+00:00,1,17,66,3.8,4.8,74.31818181818181,86.0,12.503060137087571,126.82796738484136,0.030303030303030304,9,6,0.4090909090909091,3,0.28815747614433773,3.05096909309443,-0.05747755548239708
Davao Occidental,2019-07-22 00:00:00+00:00,1,10,53,4.2,4.2,89.33962264150944,93.0,8.492355351155231,135.7863947822336,0.05660377358490566,8,3,0.33962264150943394,2,0.2900240137164573,3.0395834867961087,-0.07282742178004359
Davao Occidental,2019-07-29 00:00:00+00:00,2,10,56,3.6,4.2,83.85714285714286,100.0,24.53129397181039,87.67451468830792,0.03571428571428571,10,4,0.4107142857142857,2,0.2917654048307559,3.0375804321588658,-0.06615943155746429
Davao Occidental,2019-08-05 00:00:00+00:00,2,18,57,5.6,5.6,80.08771929824562,1.0,14.854593274032561,109.74404576219672,0.017543859649122806,9,4,0.40350877192982454,2,0.28947482982379213,3.038649874178578,-0.03641993671393973
Davao Occidental,2019-08-12 00:00:00+00:00,1,9,49,4.0,5.6,81.20408163265306,8.0,9.666798624334893,65.99809072062388,0.04081632653061224,6,4,0.30612244897959184,2,0.29013410064517864,3.0397706345749347,-0.0339997737264886
Davao Occidental,2019-08-19 00:00:00+00:00,0,17,58,4.4,5.6,76.32758620689656,15.0,4.819150708583531,111.09657056279197,0.05172413793103448,7,5,0.3275862068965517,3,0.29119207714202117,3.0537351016746017,-0.02400965594744847
Davao Occidental,2019-08-26 00:00:00+00:00,1,10,57,4.0,5.6,68.82456140350877,22.0,36.058497983053904,81.35836576970664,0.05263157894736842,8,3,0.3333333333333333,3,0.2911204768802019,3.058385896090754,-0.020386190536974935
Davao Occidental,2019-09-02 00:00:00+00:00,3,16,56,4.6,5.6,68.75,29.0,1.48579121142673,83.57019406602072,0.07142857142857142,11,4,0.48214285714285715,3,0.29144074143122506,3.058930345827493,-0.027142464631613517
Davao Occidental,2019-09-09 00:00:00+00:00,3,17,62,5.0,5.0,75.90322580645162,0.0,1.7308857288804884,98.43384434329471,0.11290322580645161,13,3,0.46774193548387094,2,0.2902112709567184,3.0603855267854816,-0.032678740818850416
Davao Occidental,2019-09-16 00:00:00+00:00,2,20,67,4.1,5.0,73.01492537313433,7.0,2.7522857256143745,100.2941151519879,0.13432835820895522,12,3,0.3880597014925373,2,0.28973405252281886,3.070039689126017,0.02938524487949712
Davao Occidental,2019-09-23 00:00:00+00:00,5,38,96,5.6,5.6,60.989583333333336,4.0,4.137158752458106,100.4792578020491,0.11458333333333333,11,11,0.4791666666666667,3,0.2883959114612881,3.0998674587094097,0.002474729699468936
Davao Occidental,2019-09-30 00:00:00+00:00,78,93,172,6.4,6.4,52.52906976744186,0.0,0.8576148314910559,92.00709071209386,0.06976744186046512,12,82,0.7383720930232558,10,0.29862717650949266,3.196086022068848,0.020358070852440624
Davao Occidental,2019-10-07 00:00:00+00:00,10,97,254,4.3,6.4,46.72834645669291,7.0,34.486862494177345,93.64336633446675,0.03937007874015748,10,171,0.8070866141732284,15,0.3086990133703315,3.279900589124635,0.033444189067040886
Davao Occidental,2019-10-14 00:00:00+00:00,3,40,273,4.2,6.4,44.8974358974359,14.0,0.39465341629444795,94.63982506418851,0.03296703296703297,12,191,0.8351648351648352,16,0.3090990102870051,3.3007145772281454,0.04199726613038429
Davao Occidental,2019-10-21 00:00:00+00:00,0,22,262,5.3,6.4,45.44656488549618,3.0,5.818409769908839,103.17386180370212,0.026717557251908396,10,194,0.8473282442748091,17,0.308573638214762,3.3070478091313813,0.04233370068984782
Davao Occidental,2019-10-28 00:00:00+00:00,1,13,254,3.6,6.4,44.425196850393704,10.0,11.15151848192044,85.62735199753328,0.023622047244094488,9,191,0.8503937007874016,16,0.3105734181213563,3.3140160210488596,0.03957155761817255
Davao Occidental,2019-11-04 00:00:00+00:00,5,22,113,5.5,5.5,50.70796460176991,2.0,6.301897111170777,130.8603439507747,0.05309734513274336,12,52,0.6814159292035398,5,0.3118820494455171,3.317659958575794,0.027335973319118245
Davao Occidental,2019-11-11 00:00:00+00:00,6,36,102,5.0,5.5,53.11764705882353,1.0,19.668724595177284,100.02330698244904,0.049019607843137254,16,37,0.6764705882352942,4,0.31435403759180464,3.3364911217878004,0.03004377613838799
Davao Occidental,2019-11-18 00:00:00+00:00,1,20,95,3.4,5.5,56.54736842105263,8.0,13.101236918906212,73.22772899465602,0.021052631578947368,15,17,0.6210526315789474,3,0.3193341778700381,3.3422086518326464,0.030562104288654912
Davao Occidental,2019-11-25 00:00:00+00:00,2,19,99,4.3,5.5,54.333333333333336,15.0,9.058847373344424,105.11802117822499,0.030303030303030304,17,17,0.6767676767676768,4,0.3204346934824501,3.3495596576413273,0.027563408797032618
Davao Occidental,2019-12-02 00:00:00+00:00,2,19,105,3.9,5.0,54.7047619047619,22.0,3.030984472194589,57.26260652936193,0.05714285714285714,17,27,0.6857142857142857,4,0.32064686171063367,3.3533106378322994,0.03451042069126353
Davao Occidental,2019-12-09 00:00:00+00:00,1,14,85,5.6,5.6,50.09411764705882,3.0,27.24061805969702,80.04347172078734,0.047058823529411764,17,6,0.6,4,0.3008509862656226,3.28481869367341,0.011581531628490016
Davao Occidental,2019-12-16 00:00:00+00:00,4,16,73,3.9,5.6,48.945205479452056,10.0,26.328794137249357,81.27616845681916,0.0547945205479452,13,7,0.547945205479452,4,0.30217666518999176,3.2800569975144165,-0.0005417633370947139
Davao Occidental,2019-12-23 00:00:00+00:00,2,8,63,4.1,5.6,45.76190476190476,17.0,0.9625989909603969,85.2713484420922,0.06349206349206349,9,10,0.5238095238095238,3,0.30359679334125433,3.280242916005177,0.03278731080118796
Davao Occidental,2019-12-30 00:00:00+00:00,4,17,62,5.4,5.6,49.74193548387097,3.0,5.616217976866651,121.32291878648729,0.06451612903225806,7,9,0.41935483870967744,2,0.29910219700498564,3.2758310560386934,-0.008601963990492123
Davao Occidental,2020-01-06 00:00:00+00:00,1,8,53,3.6,5.4,50.735849056603776,10.0,2.5690198431875144,61.61823404554404,0.11320754716981132,7,9,0.41509433962264153,2,0.2990177167688725,3.2736129365126203,-0.02094570038050142
Davao Occidental,2020-01-13 00:00:00+00:00,0,12,49,5.0,5.4,50.61224489795919,6.0,5.894506474496917,108.71305992447428,0.14285714285714285,7,7,0.3877551020408163,2,0.299380229908846,3.2714000573524076,-0.030361536709798465
Davao Occidental,2020-01-20 00:00:00+00:00,4,20,60,4.5,5.4,54.43333333333333,13.0,1.1526922149677685,78.77032218451858,0.11666666666666667,9,7,0.38333333333333336,2,0.29967798553482267,3.2774444205929125,-0.025952284921541002
Davao Occidental,2020-01-27 00:00:00+00:00,9,26,73,4.2,5.0,53.67123287671233,20.0,3.023989091136538,98.8377964552055,0.1095890410958904,6,14,0.3698630136986301,3,0.2648237851027249,3.177611328662632,-0.060999196461055005
Davao Occidental,2020-02-03 00:00:00+00:00,3,20,82,4.0,5.0,55.890243902439025,27.0,23.927999269393815,95.63450251827061,0.06097560975609756,9,18,0.4634146341463415,3,0.2655772342930466,3.1840528248106343,-0.051821093109416794
Davao Occidental,2020-02-10 00:00:00+00:00,6,42,110,6.1,6.1,48.018181818181816,3.0,9.14742461687609,101.11563660312335,0.045454545454545456,11,48,0.6727272727272727,6,0.26409799575197745,3.199040966883793,-0.06164847750364871
Davao Occidental,2020-02-17 00:00:00+00:00,3,24,120,4.8,6.1,46.56666666666667,10.0,3.677068195076971,94.51959034363836,0.05,9,47,0.6083333333333333,6,0.26520916361558566,3.2082495661213706,-0.0689849557904475
Davao Occidental,2020-02-24 00:00:00+00:00,12,43,140,4.9,6.1,45.55714285714286,17.0,1.5229700568844868,101.30923676133422,0.03571428571428571,16,50,0.6857142857142857,6,0.26397059681529045,3.2232570473175812,-0.0726713816567176
Davao Occidental,2020-03-02 00:00:00+00:00,9,40,155,5.5,6.1,42.42580645161291,2.0,6.518073019109341,137.22036767621603,0.03870967741935484,13,71,0.6580645161290323,7,0.26297250332317024,3.238565409931465,-0.0797696050206474
Davao Occidental,2020-03-09 00:00:00+00:00,2,30,147,4.1,5.5,44.204081632653065,9.0,2.1644818867294364,96.03071186118459,0.047619047619047616,14,59,0.6598639455782312,4,0.26373875592384977,3.2466056041631637,-0.059065122887278
Davao Occidental,2020-03-16 00:00:00+00:00,7,33,151,4.5,5.5,49.36423841059602,16.0,5.0044307163528075,104.20001318590415,0.046357615894039736,14,53,0.6158940397350994,5,0.2645326388780995,3.2562720342307703,-0.06311688604896065
Davao Occidental,2020-03-23 00:00:00+00:00,7,34,164,5.4,5.5,49.48780487804878,4.0,1.029296125036376,120.95703112527401,0.06097560975609756,18,53,0.6280487804878049,5,0.2679009537490348,3.2575858732035288,-0.06748231709630825
Davao Occidental,2020-03-30 00:00:00+00:00,11,39,150,4.2,5.4,58.093333333333334,11.0,0.7253258196626373,100.17481877957917,0.06666666666666667,20,37,0.6333333333333333,4,0.2635214621070631,3.1910981263179057,-0.03966619914980701
Davao Occidental,2020-04-06 00:00:00+00:00,8,37,149,4.5,5.4,68.9261744966443,18.0,1.4342240281809207,107.69219535900326,0.0738255033557047,21,12,0.5838926174496645,4,0.26295976198493953,3.174323640762802,-0.03463696348895706
Davao Occidental,2020-04-13 00:00:00+00:00,5,45,166,5.1,5.4,70.96987951807229,0.0,5.6596064480041015,122.04272198733327,0.0783132530120482,26,31,0.6506024096385542,5,0.26275484175930863,3.180101475263401,-0.030728164110680467
Davao Occidental,2020-04-20 00:00:00+00:00,7,41,173,5.1,5.1,71.34104046242774,0.0,1.923578662494983,132.19750689324118,0.07514450867052024,22,51,0.6069364161849711,4,0.26413506659699665,3.1984489897711152,-0.03152118772991486
Davao Occidental,2020-04-27 00:00:00+00:00,3,37,180,3.9,5.1,73.32222222222222,7.0,1.055537882378146,134.60392707852358,0.06111111111111111,26,32,0.65,5,0.2659644671897433,3.216827429811322,0.038832777587198886
Davao Occidental,2020-05-04 00:00:00+00:00,6,43,179,5.2,5.2,70.80446927374301,6.0,3.438684786292372,109.84977342684738,0.061452513966480445,24,30,0.6089385474860335,4,0.2683884421221545,3.2306568412788716,0.035324481178670375
Davao Occidental,2020-05-11 00:00:00+00:00,8,31,170,4.2,5.2,65.20588235294117,13.0,5.8878829707017974,139.09925206079978,0.052941176470588235,18,32,0.5882352941176471,5,0.26881480580293415,3.2288207217609646,0.048989215143036
Davao Occidental,2020-05-18 00:00:00+00:00,5,29,152,4.8,5.2,67.39473684210526,20.0,18.470401971045323,117.33917717040809,0.039473684210526314,21,12,0.5723684210526315,4,0.2682253909990102,3.2334508121180434,0.05079091307548855
Davao Occidental,2020-05-25 00:00:00+00:00,1,31,142,5.0,5.2,62.41549295774648,4.0,3.4828138248067053,158.5534210890018,0.04225352112676056,22,17,0.6267605633802817,4,0.265627975228259,3.2363902463779546,0.052558092973083836
Davao Occidental,2020-06-01 00:00:00+00:00,3,20,124,5.6,5.6,62.306451612903224,1.0,17.686254273882835,163.912078836052,0.04032258064516129,19,15,0.6290322580645161,4,0.2632305117398734,3.2342187763518933,0.05710821280300188
Davao Occidental,2020-06-08 00:00:00+00:00,4,36,128,4.9,5.6,61.8515625,8.0,3.1620243144415245,123.40035620779119,0.0234375,18,12,0.578125,4,0.2623348538578728,3.2452157470302105,0.05670408779381614
Davao Occidental,2020-06-15 00:00:00+00:00,9,36,132,4.9,5.6,64.0909090909091,15.0,2.493686061348146,122.89418473062389,0.045454545454545456,17,12,0.49242424242424243,4,0.2622307600902124,3.259217666816778,0.056265600360021595
Davao Occidental,2020-06-22 00:00:00+00:00,4,36,130,4.4,5.6,69.33076923076923,22.0,7.846601205296664,141.62731186444665,0.038461538461538464,21,10,0.5230769230769231,3,0.26103009128562343,3.2717771696049636,0.04786619483513521
Davao Occidental,2020-06-29 00:00:00+00:00,3,33,150,4.6,5.6,70.58666666666667,29.0,0.8307420131386289,119.59178539376397,0.07333333333333333,22,16,0.54,3,0.2626100044678062,3.2835812179520443,0.03731529986163312
Davao Occidental,2020-07-06 00:00:00+00:00,3,18,135,4.8,4.9,77.2074074074074,36.0,20.384064067902017,119.11712899996022,0.08148148148148149,18,22,0.5037037037037037,3,0.2620932430815104,3.2875755417209023,0.03210293798560193
Davao Occidental,2020-07-13 00:00:00+00:00,3,12,113,4.1,4.9,73.46017699115045,43.0,5.545884928688539,81.96727437515727,0.07079646017699115,16,14,0.4247787610619469,2,0.26206064702268195,3.2859629982078284,0.05348760219493576
Davao Occidental,2020-07-20 00:00:00+00:00,6,25,98,4.4,4.8,74.31632653061224,50.0,12.57025124983113,141.70371694386793,0.07142857142857142,15,5,0.40816326530612246,2,0.26016068041670243,3.2874689712136598,0.04205119604581775
Davao Occidental,2020-07-27 00:00:00+00:00,1,19,86,4.5,4.8,80.4186046511628,57.0,4.3494065860657605,146.7076873420455,0.023255813953488372,12,13,0.45348837209302323,2,0.2926436376875982,3.3857353298527038,-0.005257811313352845
Davao Occidental,2020-08-03 00:00:00+00:00,2,17,77,4.5,4.6,86.8961038961039,64.0,2.5737196494808825,83.68761388497121,0.06493506493506493,7,12,0.35064935064935066,2,0.29275896036464416,3.386444673368311,-0.013458057077766816
Davao Occidental,2020-08-10 00:00:00+00:00,2,22,90,4.8,4.8,80.95555555555555,71.0,8.225749436343643,140.87393715029077,0.06666666666666667,10,12,0.3888888888888889,2,0.2919719123381626,3.3686133811371723,-0.023531115067572828
Davao Occidental,2020-08-17 00:00:00+00:00,3,20,85,4.9,4.9,81.29411764705883,78.0,7.900894741067131,145.409250027718,0.07058823529411765,11,7,0.4,2,0.28996405768484174,3.3675750083799842,-0.030460696651145813
Davao Occidental,2020-08-24 00:00:00+00:00,2,14,76,4.0,4.9,76.3157894736842,85.0,3.669188815503668,120.76243730809027,0.07894736842105263,13,7,0.4473684210526316,3,0.289805659992637,3.3501797811607013,-0.02744702144203154
Davao Occidental,2020-08-31 00:00:00+00:00,0,23,82,4.8,4.9,68.65853658536585,92.0,30.705567807207178,169.3737603890377,0.06097560975609756,13,4,0.3902439024390244,3,0.28952965460216784,3.341769242864675,-0.025539753623713135
Davao Occidental,2020-09-07 00:00:00+00:00,4,14,77,6.4,6.4,72.71428571428571,0.0,5.037351790800584,63.11025125304242,0.07792207792207792,13,4,0.4155844155844156,3,0.28843532005453554,3.3295528739102984,-0.02858831608563367
Davao Occidental,2020-09-14 00:00:00+00:00,13,39,95,5.9,6.4,72.12631578947368,4.0,0.5399371650873386,112.56309929360603,0.12631578947368421,12,17,0.4842105263157895,3,0.28433903595915505,3.327098730282941,0.021542207601714658
Davao Occidental,2020-09-21 00:00:00+00:00,2,49,127,5.0,6.4,71.34645669291339,0.0,1.7554847979728951,126.89897412333647,0.09448818897637795,19,33,0.6299212598425197,4,0.2797376081599804,3.327249378688022,0.02665662457658935
Davao Occidental,2020-09-28 00:00:00+00:00,1,12,116,4.8,6.4,69.81896551724138,7.0,3.88118644993785,154.14057707583672,0.11206896551724138,15,20,0.603448275862069,4,0.2770401400899175,3.30777530520226,0.017623681522896117
Davao Occidental,2020-10-05 00:00:00+00:00,0,11,118,4.6,6.4,66.00847457627118,14.0,20.55084322607899,120.90617197614638,0.1016949152542373,14,20,0.5847457627118644,3,0.274237870096098,3.2857359171735805,0.02094859248194053
Davao Occidental,2020-10-12 00:00:00+00:00,4,23,111,4.0,5.0,62.73873873873874,21.0,4.38959957016259,99.8803747023151,0.04504504504504504,20,9,0.6126126126126126,3,0.2908126515944965,3.32689042041688,0.0032845197098114176
Davao Occidental,2020-10-19 00:00:00+00:00,6,28,80,4.5,5.0,69.925,28.0,0.9107144742379446,89.50282024920834,0.0625,12,8,0.5,3,0.2879348492938935,3.310347233239319,0.025565548240120473
Davao Occidental,2020-10-26 00:00:00+00:00,1,21,85,4.8,4.8,71.63529411764706,35.0,11.025065369146413,127.19984734192423,0.047058823529411764,10,13,0.43529411764705883,3,0.2844877288563367,3.294533419724473,0.03288286538967883
Davao Occidental,2020-11-02 00:00:00+00:00,3,19,93,3.8,4.8,71.34408602150538,42.0,5.776333988988104,128.0951615585053,0.053763440860215055,13,13,0.45161290322580644,3,0.2818695066507257,3.27713780504343,0.04233020663392667
Davao Occidental,2020-11-09 00:00:00+00:00,2,23,100,4.3,4.8,67.35,49.0,2.1155868215816698,97.52745589745679,0.07,14,7,0.43,4,0.28095256968094795,3.268607843546427,0.05580854154714704
Davao Occidental,2020-11-16 00:00:00+00:00,3,26,98,4.9,4.9,65.86734693877551,56.0,0.08553984903390699,86.26024257990834,0.10204081632653061,14,5,0.46938775510204084,3,0.280438435529014,3.2684359894194417,0.0651944695693254
Davao Occidental,2020-11-23 00:00:00+00:00,4,25,98,4.4,4.9,67.3061224489796,63.0,0.4478586025185191,99.77557861815649,0.12244897959183673,15,8,0.5,3,0.28096853867495686,3.267931679780668,0.06754954661230106
