fold,model,feature,importance
5,random_forest,min_fault_dist_km_missing,0.00017207043552990446
5,random_forest,mean_fault_dist_km_7d_missing,0.0002489127441935657
5,random_forest,pct_near_fault_30d_missing,0.00019211290195871882
5,random_forest,num_clusters_30d_missing,0.0
5,random_forest,largest_cluster_size_30d_missing,0.0
5,random_forest,pct_clustered_30d_missing,0.0
5,random_forest,max_grid_cell_count_30d_missing,0.0
5,random_forest,b_value_180d_missing,0.0003912124455013347
5,random_forest,a_value_180d_missing,0.0008733453153673133
5,random_forest,delta_b_90d_missing,0.00026025457217389194
5,random_forest,province_Davao De Oro,0.0025943023200931596
5,random_forest,province_Davao Del Norte,0.0062435505286957075
5,random_forest,province_Davao Del Sur,0.0028931889555415323
5,random_forest,province_Davao Occidental,0.00797393035373668
5,random_forest,province_Davao Oriental,0.0007232832068562809
5,gradient_boosting,count_1d,0.0010734212571687947
5,gradient_boosting,count_7d,0.007976752153340838
5,gradient_boosting,count_30d,0.757808851036017
5,gradient_boosting,max_mag_7d,0.008234138030908052
5,gradient_boosting,max_mag_30d,0.013729590289441401
5,gradient_boosting,mean_depth_30d,0.026877593828938607
5,gradient_boosting,days_since_m5,0.010264584658162155
5,gradient_boosting,min_fault_dist_km,0.01919968746226664
5,gradient_boosting,mean_fault_dist_km_7d,0.034768125781640985
5,gradient_boosting,pct_near_fault_30d,0.01951924630565343
5,gradient_boosting,num_clusters_30d,0.015504733371227535
5,gradient_boosting,largest_cluster_size_30d,0.0069111203611316365
5,gradient_boosting,pct_clustered_30d,0.0047198716686177875
5,gradient_boosting,max_grid_cell_count_30d,0.0008912746471584314
5,gradient_boosting,b_value_180d,0.03653998944656534
5,gradient_boosting,a_value_180d,0.010395379062301346
5,gradient_boosting,delta_b_90d,0.0019834197105648623
5,gradient_boosting,count_1d_missing,0.0
5,gradient_boosting,count_7d_missing,0.0
5,gradient_boosting,count_30d_missing,0.0
5,gradient_boosting,max_mag_7d_missing,0.00015700999354273788
5,gradient_boosting,max_mag_30d_missing,0.0
5,gradient_boosting,mean_depth_30d_missing,0.0
5,gradient_boosting,days_since_m5_missing,0.0
5,gradient_boosting,min_fault_dist_km_missing,0.0
5,gradient_boosting,mean_fault_dist_km_7d_missing,0.0
5,gradient_boosting,pct_near_fault_30d_missing,0.0
5,gradient_boosting,num_clusters_30d_missing,0.0
5,gradient_boosting,largest_cluster_size_30d_missing,0.0
5,gradient_boosting,pct_clustered_30d_missing,0.0
5,gradient_boosting,max_grid_cell_count_30d_missing,0.0
5,gradient_boosting,b_value_180d_missing,0.00046213754677094433
5,gradient_boosting,a_value_180d_missing,0.000284189179868392
5,gradient_boosting,delta_b_90d_missing,0.0
5,gradient_boosting,province_Davao De Oro,0.0008567235690693276
5,gradient_boosting,province_Davao Del Norte,0.005358491336159414
5,gradient_boosting,province_Davao Del Sur,0.0001869711608828628
5,gradient_boosting,province_Davao Occidental,0.016095703153398953
5,gradient_boosting,province_Davao Oriental,0.00020099498920270385
6,random_forest,count_1d,0.0030979808990019846
6,random_forest,count_7d,0.007609191416108762
6,random_forest,count_30d,0.6948802777277653
6,random_forest,max_mag_7d,0.015389568424876704
6,random_forest,max_mag_30d,0.024493308499685673
6,random_forest,mean_depth_30d,0.04939047008930294
6,random_forest,days_since_m5,0.013269931861087618
6,random_forest,min_fault_dist_km,0.02096549989482928
6,random_forest,mean_fault_dist_km_7d,0.03192107398864759
6,random_forest,pct_near_fault_30d,0.022763957195992973
6,random_forest,num_clusters_30d,0.0076177038462567105
6,random_forest,largest_cluster_size_30d,0.0074242931786532036
6,random_forest,pct_clustered_30d,0.015858529061999836
6,random_forest,max_grid_cell_count_30d,0.003955102853332818
6,random_forest,b_value_180d,0.030108022672719094
6,random_forest,a_value_180d,0.0223535907715086
6,random_forest,delta_b_90d,0.00481446949739093
6,random_forest,count_1d_missing,0.0
6,random_forest,count_7d_missing,0.0
6,random_forest,count_30d_missing,0.0
6,random_forest,max_mag_7d_missing,0.00022781900177430044
6,random_forest,max_mag_30d_missing,0.0002912666610777543
6,random_forest,mean_depth_30d_missing,0.00030742321735109364
6,random_forest,days_since_m5_missing,0.0
6,random_forest,min_fault_dist_km_missing,0.00023165046626955922
6,random_forest,mean_fault_dist_km_7d_missing,0.0002461053591828458
6,random_forest,pct_near_fault_30d_missing,0.000306389939389893
6,random_forest,num_clusters_30d_missing,0.0
6,random_forest,largest_cluster_size_30d_missing,0.0
6,random_forest,pct_clustered_30d_missing,0.0
6,random_forest,max_grid_cell_count_30d_missing,0.0
6,random_forest,b_value_180d_missing,0.0001088250742479917
6,random_forest,a_value_180d_missing,0.0005068827674345749
6,random_forest,delta_b_90d_missing,0.00024478021953183325
6,random_forest,province_Davao De Oro,0.0034074408401761056
6,random_forest,province_Davao Del Norte,0.010369646250295078
6,random_forest,province_Davao Del Sur,0.003440921809539221
6,random_forest,province_Davao Occidental,0.00393006868559721
6,random_forest,province_Davao Oriental,0.00046780782897243013
6,gradient_boosting,count_1d,0.0007722500543348152
6,gradient_boosting,count_7d,0.006230909609448638
6,gradient_boosting,count_30d,0.7390389849681355
6,gradient_boosting,max_mag_7d,0.008007632016916007
6,gradient_boosting,max_mag_30d,0.01208708394145112
6,gradient_boosting,mean_depth_30d,0.030704638353720726
6,gradient_boosting,days_since_m5,0.026090063148998335
6,gradient_boosting,min_fault_dist_km,0.013810985670671419
6,gradient_boosting,mean_fault_dist_km_7d,0.03227748801406607
6,gradient_boosting,pct_near_fault_30d,0.017951634614326962
6,gradient_boosting,num_clusters_30d,0.025477390364458292
6,gradient_boosting,largest_cluster_size_30d,0.009470663289262988
6,gradient_boosting,pct_clustered_30d,0.008231485654544983
6,gradient_boosting,max_grid_cell_count_30d,9.696748662298096e-05
6,gradient_boosting,b_value_180d,0.029596431682039844
6,gradient_boosting,a_value_180d,0.015522286744787887
6,gradient_boosting,delta_b_90d,0.002261740337498402
6,gradient_boosting,count_1d_missing,0.0
6,gradient_boosting,count_7d_missing,0.0
6,gradient_boosting,count_30d_missing,0.0
6,gradient_boosting,max_mag_7d_missing,0.0
6,gradient_boosting,max_mag_30d_missing,0.0
6,gradient_boosting,mean_depth_30d_missing,0.0
6,gradient_boosting,days_since_m5_missing,0.0
6,gradient_boosting,min_fault_dist_km_missing,0.0
6,gradient_boosting,mean_fault_dist_km_7d_missing,0.0
6,gradient_boosting,pct_near_fault_30d_missing,0.0
6,gradient_boosting,num_clusters_30d_missing,0.0
6,gradient_boosting,largest_cluster_size_30d_missing,0.0
6,gradient_boosting,pct_clustered_30d_missing,0.0
6,gradient_boosting,max_grid_cell_count_30d_missing,0.0
6,gradient_boosting,b_value_180d_missing,0.0
6,gradient_boosting,a_value_180d_missing,0.0
6,gradient_boosting,delta_b_90d_missing,0.0
6,gradient_boosting,province_Davao De Oro,0.0015873276362322216
6,gradient_boosting,province_Davao Del Norte,0.015768926958415943
6,gradient_boosting,province_Davao Del Sur,4.558847208723888e-05
6,gradient_boosting,province_Davao Occidental,0.0049695209819795635
6,gradient_boosting,province_Davao Oriental,0.0
7,random_forest,count_1d,0.0034082520879684165
7,random_forest,count_7d,0.008378534712796822
7,random_forest,count_30d,0.6539920692887399
7,random_forest,max_mag_7d,0.017152212196109653
7,random_forest,max_mag_30d,0.027458609250031088
7,random_forest,mean_depth_30d,0.052197913329295714
7,random_forest,days_since_m5,0.04218400853638796
7,random_forest,min_fault_dist_km,0.018414015823224158
7,random_forest,mean_fault_dist_km_7d,0.03279596331173521
7,random_forest,pct_near_fault_30d,0.025823033723465907
7,random_forest,num_clusters_30d,0.006366399371247306
7,random_forest,largest_cluster_size_30d,0.009499937719487817
7,random_forest,pct_clustered_30d,0.018815373754803234
7,random_forest,max_grid_cell_count_30d,0.0051010563184971346
7,random_forest,b_value_180d,0.02852566600117974
7,random_forest,a_value_180d,0.01995947680111483
7,random_forest,delta_b_90d,0.005826486476315975
7,random_forest,count_1d_missing,0.0
